AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,sami-food-mart-albuquerque,35.0590004,-106.6039611,None,None,a-ri-rang-oriental-market-albuquerque,talin-market-albuquerque,j-and-d-foods-inc-albuquerque-2,None,None,Sami Food Mart,https://www.yelp.com/biz/sami-food-mart-albuquerque?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,quarters-discount-liquors-albuquerque,35.0701488,-106.6225107,2.0,4.0,freeway-liquors-albuquerque,m-mart-albuquerque,jubilation-fine-wines-spirits-albuquerque,9,"Beer,Wine&Spirits,Restaurants",Quarters Discount Liquors,https://www.yelp.com/biz/quarters-discount-liquors-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,No,None,No,None,Yes,5:30 am - 12:00 am,None,None,Yes,Yes,None,None,None,No,5:30 am - 12:00 am,None,Average,None,No,None,5:30 am - 12:00 am,None,7:00 am - 12:00 am,Yes,No,5:30 am - 12:00 am,5:30 am - 12:00 am,No,5:30 am - 12:00 am,None,None,NM Albuquerque Airport/Base,Unclaimed,None,burger-king-albuquerque-13,35.0578523,-106.6356245,1.0,3.5,None,None,None,3,"Burgers,FastFood",Burger King,https://www.yelp.com/biz/burger-king-albuquerque-13?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,No,None,None,No,None,No,None,None,None,"Breakfast,Lunch",None,Yes,Yes,None,None,None,No,None,None,Average,None,No,None,None,None,None,Yes,No,None,None,No,None,Yes,Free,NM Albuquerque Airport/Base,Unclaimed,None,comida-buena-albuquerque,35.0474382382,-106.615973664,2.0,2.5,dgs-deli-and-market-albuquerque,tullys-italian-deli-albuquerque,baggins-gourmet-sandwiches-albuquerque,36,Delis,Comida Buena,https://www.yelp.com/biz/comida-buena-albuquerque?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,trih-convenience-store-albuquerque,35.0773047,-106.6224367,1.0,3.0,smiths-albuquerque-6,walgreens-albuquerque,7-eleven-southwest-convenience-stores-albuquerque,1,"Grocery,ConvenienceStores",Trih Convenience Store,https://www.yelp.com/biz/trih-convenience-store-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,No,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,mcdonalds-albuquerque-44,35.0578302366,-106.559162193,None,None,None,None,None,None,None,McDonald’s,https://www.yelp.com/biz/mcdonalds-albuquerque-44?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,superior-tea-and-coffee-distributor-albuquerque,35.057885,-106.615765,None,None,golden-crown-panaderia-albuquerque,espresso-fino-albuquerque,the-grove-cafe-and-market-albuquerque,None,None,Superior Tea and Coffee Distributor,https://www.yelp.com/biz/superior-tea-and-coffee-distributor-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,None,None,No,None,No,7:00 am - 10:00 pm,None,None,No,Yes,None,None,None,No,7:00 am - 10:00 pm,None,None,None,No,None,8:00 am - 10:00 pm,None,9:00 am - 10:00 pm,Yes,No,7:00 am - 10:00 pm,7:00 am - 10:00 pm,None,7:00 am - 10:00 pm,None,None,NM Albuquerque Airport/Base,Unclaimed,None,subway-albuquerque-65,35.0587466,-106.6351638,1.0,3.5,banh-mi-coda-albuquerque,little-anitas-albuquerque-14,blakes-lota-burger-albuquerque-6,5,"Sandwiches,FastFood",Subway,https://www.yelp.com/biz/subway-albuquerque-65?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,new-mexico-food-distributors-albuquerque-2,35.0507024,-106.6316509,None,None,None,None,None,None,None,New Mexico Food Distributors,https://www.yelp.com/biz/new-mexico-food-distributors-albuquerque-2?osq=food
None,Yes,None,Yes,None,FullBar,Divey,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 9:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,11:00 am - 9:00 pm,None,Average,None,No,PrivateLot,12:00 pm - 9:00 pm,None,Closed,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,Yes,No,NM Albuquerque Airport/Base,Claimed,None,the-quarters-bbq-albuquerque,35.070267,-106.622391,2.0,3.0,rudys-country-store-and-bar-b-que-albuquerque,mr-powdrells-barbeque-house-albuquerque-2,mr-powdrells-barbeque-albuquerque-3,54,Barbeque,The Quarters BBQ,https://www.yelp.com/biz/the-quarters-bbq-albuquerque?osq=food
None,None,None,Yes,None,None,None,Casual,None,Yes,None,None,None,None,No,None,None,None,None,None,Yes,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,No,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,little-caesars-albuquerque-2,35.0586564928,-106.622460454,1.0,4.5,None,None,None,2,Pizza,Little Caesars,https://www.yelp.com/biz/little-caesars-albuquerque-2?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,heel-albuquerque,35.0560556,-106.5303716,None,None,None,None,None,None,None,Heel,https://www.yelp.com/biz/heel-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,circle-k-albuquerque-20,35.065923,-106.621636,None,None,smiths-albuquerque-6,lowes-market-albuquerque-2,999-seafood-supermarket-albuquerque,None,None,Circle K,https://www.yelp.com/biz/circle-k-albuquerque-20?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Claimed,None,rubens-mexican-food-inc-albuquerque,35.078306,-106.631233,None,None,frontier-restaurant-albuquerque-2,cervantes-restaurant-and-lounge-albuquerque,taqueria-mexico-albuquerque,None,None,Ruben’s Mexican Food Inc,https://www.yelp.com/biz/rubens-mexican-food-inc-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,farmers-basket-albuquerque,35.077155,-106.618671,None,None,None,None,None,None,None,Farmer’s Basket,https://www.yelp.com/biz/farmers-basket-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,None,None,None,None,None,No,None,None,None,None,None,No,Yes,None,None,None,None,None,None,None,None,No,None,None,None,None,Yes,No,None,None,No,None,Yes,None,NM Albuquerque Airport/Base,Unclaimed,None,hacienda-express-albuquerque,35.0491761,-106.6168027,1.0,3.0,el-modelo-mexican-foods-albuquerque,el-sabor-de-juarez-albuquerque,acapulco-tacos-and-burritos-albuquerque,8,Mexican,Hacienda Express,https://www.yelp.com/biz/hacienda-express-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,new-mexico-food-distributors-albuquerque,35.0508868449,-106.631822561,None,None,None,None,None,None,None,New Mexico Food Distributors,https://www.yelp.com/biz/new-mexico-food-distributors-albuquerque?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,Free,NM Albuquerque Airport/Base,Unclaimed,None,starbucks-albuquerque-37,35.067477,-106.6310082,1.0,1.5,black-mesa-coffee-company-albuquerque,michael-thomas-coffee-albuquerque-3,satellite-coffee-albuquerque-7,3,Coffee&Tea,Starbucks,https://www.yelp.com/biz/starbucks-albuquerque-37?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,6:00 am - 12:00 am,None,None,None,None,None,None,None,None,6:00 am - 12:00 am,None,None,None,None,PrivateLot,6:00 am - 12:00 am,None,6:00 am - 12:00 am,Yes,None,6:00 am - 12:00 am,6:00 am - 12:00 am,None,6:00 am - 12:00 am,None,None,NM Albuquerque Airport/Base,Unclaimed,None,smiths-albuquerque-6,35.0761329,-106.6217178,2.0,3.0,j-and-d-foods-inc-albuquerque-2,smiths-food-and-drug-stores-albuquerque,garfield-market-albuquerque,18,"Grocery,Drugstores",Smith’s,https://www.yelp.com/biz/smiths-albuquerque-6?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,dominos-pizza-albuquerque-18,35.0675368901,-106.630839568,None,4.0,None,None,None,1,Pizza,Domino’s Pizza,https://www.yelp.com/biz/dominos-pizza-albuquerque-18?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,None,None,No,None,None,Open 24 hours,Breakfast,None,Yes,Yes,None,None,None,No,Open 24 hours,None,None,None,No,None,Open 24 hours,None,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,Yes,Open 24 hours,None,Free,NM Albuquerque Airport/Base,Claimed,None,ihop-albuquerque,35.0588681,-106.6235298,1.0,2.0,fuddruckers-albuquerque-3,village-inn-albuquerque-17,black-mesa-coffee-company-albuquerque,17,"Breakfast&Brunch,American(Traditional)",IHOP,https://www.yelp.com/biz/ihop-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,wyndham-hotel-albuquerque-albuquerque,35.0511535,-106.620774,None,None,kaps-coffee-shop-and-diner-albuquerque,the-grove-cafe-and-market-albuquerque,the-range-caf%C3%A9-albuquerque-2,None,None,Wyndham Hotel Albuquerque,https://www.yelp.com/biz/wyndham-hotel-albuquerque-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,stans-frozen-food-albuquerque,35.0580132,-106.6139779,None,None,None,None,None,None,None,Stan’s Frozen Food,https://www.yelp.com/biz/stans-frozen-food-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,stans-frozen-foods-albuquerque,35.057885,-106.615765,None,None,None,None,None,None,None,Stan’s Frozen Foods,https://www.yelp.com/biz/stans-frozen-foods-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,christy-food-factory-albuquerque,35.0557128,-106.6226535,None,None,flying-star-cafe-albuquerque-2,the-grove-cafe-and-market-albuquerque,the-range-caf%C3%A9-albuquerque-2,None,None,Christy Food Factory,https://www.yelp.com/biz/christy-food-factory-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,international-house-of-pancakes-albuquerque-7,35.058988,-106.623735,None,2.0,swiss-alps-bakery-albuquerque-2,None,None,2,Bakeries,International House of Pancakes,https://www.yelp.com/biz/international-house-of-pancakes-albuquerque-7?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,pizzeria-express-albuquerque,35.0482146,-106.6205729,None,None,saggios-albuquerque,giovannis-pizzeria-albuquerque,il-vicino-wood-oven-pizza-albuquerque,None,None,Pizzeria Express,https://www.yelp.com/biz/pizzeria-express-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,flos-delicious-food-albuquerque,35.064405,-106.623911,None,None,None,None,None,None,None,Flo’s Delicious Food,https://www.yelp.com/biz/flos-delicious-food-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Airport/Base,Unclaimed,None,pueblo-food-specialties-albuquerque,35.068268,-106.623468,None,None,None,None,None,None,None,Pueblo Food Specialties,https://www.yelp.com/biz/pueblo-food-specialties-albuquerque?osq=food
No,No,None,No,None,No,None,Casual,None,Yes,None,None,No,None,No,None,None,7:00 am - 11:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,7:00 am - 11:00 pm,None,Average,None,Yes,Street,7:00 am - 11:00 pm,None,7:00 am - 11:00 pm,Yes,No,7:00 am - 11:00 pm,7:00 am - 11:00 pm,No,7:00 am - 11:00 pm,None,No,NM Albuquerque Barelas/South_Valley,Unclaimed,None,el-paisa-albuquerque,35.0685829,-106.664713,1.0,4.5,el-modelo-mexican-foods-albuquerque,padillas-mexican-kitchen-albuquerque,macs-la-sierra-restaurant-albuquerque,139,Mexican,El Paisa,https://www.yelp.com/biz/el-paisa-albuquerque?osq=food
None,No,No,Yes,None,No,Divey,Casual,None,Yes,None,None,No,None,No,None,None,10:00 am - 7:00 pm,Lunch,None,Yes,Yes,None,None,None,No,Closed,None,Average,None,Yes,PrivateLot,10:00 am - 7:00 pm,None,10:00 am - 7:00 pm,Yes,No,10:00 am - 7:00 pm,10:00 am - 7:00 pm,No,10:00 am - 7:00 pm,Yes,Free,NM Albuquerque Barelas/South_Valley,Claimed,None,sharkys-albuquerque,35.082431,-106.698727,1.0,4.5,el-modelo-mexican-foods-albuquerque,tacos-mex-y-mariscos-albuquerque,taqueria-mexico-albuquerque,100,Mexican,Sharky’s,https://www.yelp.com/biz/sharkys-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,No,None,No,None,None,None,Brunch,None,Yes,Yes,None,None,None,No,None,None,Average,None,No,None,None,None,None,Yes,No,None,None,Yes,None,None,No,NM Albuquerque Barelas/South_Valley,Unclaimed,None,cafe-66-albuquerque,35.073466,-106.736229,1.0,4.5,la-mexicana-albuquerque,padillas-mexican-kitchen-albuquerque,frontier-restaurant-albuquerque-2,17,"Mexican,Breakfast&Brunch,Steakhouses",Cafe 66,https://www.yelp.com/biz/cafe-66-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,None,None,No,None,None,6:00 am - 10:00 pm,"Brunch,Lunch",None,No,Yes,None,None,None,Yes,6:00 am - 9:00 pm,None,Average,None,No,None,6:00 am - 10:00 pm,None,7:00 am - 3:00 pm,Yes,No,6:00 am - 10:00 pm,6:00 am - 9:00 pm,Yes,6:00 am - 9:00 pm,None,None,NM Albuquerque Barelas/South_Valley,Unclaimed,None,monis-cafe-albuquerque,35.064355413,-106.709035635,1.0,5.0,pollito-con-papas-albuquerque,the-grove-cafe-and-market-albuquerque,charcoal-mediterranean-grill-albuquerque,17,Cafes,Moni’s Cafe,https://www.yelp.com/biz/monis-cafe-albuquerque?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,None,None,8:00 am - 2:00 pm,None,None,Yes,Yes,None,None,None,No,8:00 am - 2:00 pm,None,Average,None,No,PrivateLot,8:00 am - 3:00 pm,None,8:00 am - 3:00 pm,Yes,Yes,8:00 am - 2:00 pm,8:00 am - 2:00 pm,Yes,8:00 am - 2:00 pm,Yes,No,NM Albuquerque Barelas/South_Valley,Claimed,None,lollies-new-mexican-food-albuquerque,35.063363,-106.667377,1.0,5.0,el-modelo-mexican-foods-albuquerque,duran-central-pharmacy-albuquerque,padillas-mexican-kitchen-albuquerque,21,NewMexicanCuisine,Lollie’s New Mexican Food,https://www.yelp.com/biz/lollies-new-mexican-food-albuquerque?osq=food
No,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,None,None,7:30 am - 3:00 pm,"Breakfast,Brunch",None,Yes,Yes,No,None,None,No,7:30 am - 3:00 pm,None,Average,None,Yes,Street,7:30 am - 2:30 pm,None,Closed,Yes,No,7:30 am - 3:00 pm,7:30 am - 3:00 pm,Yes,7:30 am - 3:00 pm,Yes,No,NM Albuquerque Barelas/South_Valley,Unclaimed,None,barelas-coffee-house-albuquerque,35.0710097,-106.6539731,1.0,4.0,el-modelo-mexican-foods-albuquerque,duran-central-pharmacy-albuquerque,frontier-restaurant-albuquerque-2,114,"Coffee&Tea,Mexican",Barelas Coffee House,https://www.yelp.com/biz/barelas-coffee-house-albuquerque?osq=food
None,Yes,None,Yes,None,No,Divey,Casual,None,Yes,None,None,No,None,No,None,None,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,None,None,Average,None,Yes,PrivateLot,None,None,None,Yes,No,None,None,No,None,Yes,No,NM Albuquerque Barelas/South_Valley,Unclaimed,None,bobs-burgers-albuquerque-3,35.0845288,-106.6885797,1.0,3.5,o-niells-albuquerque-4,lucky-boy-restaurant-albuquerque,frontier-restaurant-albuquerque-2,31,American(Traditional),Bob’s Burgers,https://www.yelp.com/biz/bobs-burgers-albuquerque-3?osq=food
None,No,No,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,No,None,7:00 am - 9:00 pm,Breakfast,None,Yes,Yes,None,None,None,No,7:00 am - 9:00 pm,None,Average,None,No,PrivateLot,7:00 am - 9:00 pm,None,7:00 am - 9:00 pm,Yes,No,7:00 am - 9:00 pm,7:00 am - 9:00 pm,No,7:00 am - 9:00 pm,Yes,No,NM Albuquerque Barelas/South_Valley,Claimed,None,little-anitas-albuquerque-13,35.0286343,-106.6795934,1.0,4.0,el-modelo-mexican-foods-albuquerque,la-mexicana-albuquerque,little-anitas-albuquerque-14,13,Mexican,Little Anita’s,https://www.yelp.com/biz/little-anitas-albuquerque-13?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,None,None,No,None,None,11:00 am - 10:00 pm,None,None,Yes,Yes,None,None,None,Yes,11:00 am - 10:00 pm,None,None,None,No,None,11:00 am - 10:00 pm,None,11:00 am - 9:00 pm,Yes,No,11:00 am - 10:00 pm,11:00 am - 10:00 pm,None,11:00 am - 10:00 pm,None,None,NM Albuquerque Barelas/South_Valley,Claimed,None,wings-gone-wild-albuquerque,35.072129,-106.7427196,2.0,4.0,seasons-rotisserie-and-grill-albuquerque,chama-river-brewing-company-albuquerque,albuquerque-city-limits-restaurant-albuquerque,24,"American(New),ChickenWings,FastFood",Wings Gone Wild,https://www.yelp.com/biz/wings-gone-wild-albuquerque?osq=food
No,No,None,Yes,None,FullBar,"Divey,Casual",Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 10:00 pm,Dinner,None,Yes,Yes,None,None,None,Yes,11:00 am - 10:00 pm,None,Average,None,No,PrivateLot,11:00 am - 10:00 pm,None,Closed,Yes,No,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,Yes,No,NM Albuquerque Barelas/South_Valley,Unclaimed,None,monte-carlo-steak-house-albuquerque-2,35.0860859,-106.6835268,2.0,3.5,antiquity-restaurant-albuquerque,tucanos-brazilian-grill-albuquerque,high-noon-restaurant-and-saloon-albuquerque,141,Steakhouses,Monte Carlo Steak House,https://www.yelp.com/biz/monte-carlo-steak-house-albuquerque-2?osq=food
None,None,None,None,None,None,None,Casual,None,None,None,None,None,None,No,None,None,7:00 am - 2:30 pm,None,None,None,None,None,None,None,None,7:00 am - 2:30 pm,None,None,None,No,None,7:00 am - 2:30 pm,None,Closed,None,No,7:00 am - 2:30 pm,7:00 am - 2:30 pm,None,7:00 am - 2:30 pm,None,None,NM Albuquerque Barelas/South_Valley,Claimed,None,leroys-new-mexican-food-albuquerque,35.0640739,-106.7027818,2.0,4.0,la-familiar-new-mexican-food-restaurant-albuquerque,ben-michaels-restaurant-albuquerque,el-patio-de-albuquerque-albuquerque-2,8,NewMexicanCuisine,Leroy’s New Mexican Food,https://www.yelp.com/biz/leroys-new-mexican-food-albuquerque?osq=food
